policy,Group,Code,Question,quant_indicator,qual_answer,english_version,Answer3,Comment on coding
AT_4b,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),1,"Minimum number of publications: 11 publications, of which three (original) works in a top journal1 as first or last author (one work in an interdisciplinary top journal2 replaces two top journals) and at least eight (original) works as first or last author in standard journals; each further work in a top journal replaces two standard journals. Continuous achievements in the years prior to the application, whereby the use of part-time employment and/or leave options for family responsibilities and purely age-related deviations in the quantity of scientific output between the applicants must be taken into account.","Minimum number of publications: 11 publications, of which three (original) works in a top journal1 as first or last author (one work in an interdisciplinary top journal2 replaces two top journals) and at least eight (original) works as first or last author in standard journals; each further work in a top journal replaces two standard journals. Continuous achievements in the years prior to the application, whereby the use of part-time employment and/or leave options for family responsibilities and purely age-related deviations in the quantity of scientific output between the applicants must be taken into account.",NA,NA
AT_4b,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
AT_4b,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA
AT_4b,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA
AT_4b,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA
AT_5a,Metadata,PolicyDate,When did the policy come into effect?,2009-11-26,NA,NA,NA,NA
AT_5a,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",Habilitation,NA,NA,NA,NA
AT_5a,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",Special case,NA,NA,NA,NA
AT_5a,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),1,"The committee for equality can only advise, not vote: § 5. (1) Die oder der Vorsitzende des Senats hat den Arbeitskreis für Gleichbehandlungsfragen umgehend vom Einlangen des Antrags zu verständigen. (2) Eine vom Arbeitskreis für Gleichbehandlungsfragen nominierte Vertreterin oder ein Vertreter hat das Recht, an den Sitzungen einer Habilitationskommission mit beratender Stimme teilzunehmen.",§ (1) The chairperson of the senate shall immediately inform the working group on equal opportunities of the receipt of the application. (2) A representative nominated by theworking group on equal opportunities shall be entitled to attend the meetings of a habilitation committee in an advisory capacity.,NA,NA
AT_5a,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
AT_5a,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
AT_5a,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
AT_5a,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
AT_5a,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
AT_5a,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
AT_5a,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
AT_5a,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
AT_5a,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
AT_5a,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
AT_5a,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
AT_5a,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
AT_5a,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
AT_5a,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA
AT_5a,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA
AT_5a,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA
AT_5b,Metadata,PolicyDate,When did the policy come into effect?,2016-12-01,NA,NA,NA,NA
AT_5b,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",assoc. prof. or dozent,NA,NA,NA,NA
AT_5b,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",Promotion (fast track hiring for professors),NA,NA,NA,NA
AT_5b,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),1,"Equality committee has to be heard: Die Bewerbungsunterlagen sind den Universitätsprofessorinnen und Universitätsprofessoren des jeweiligen fachlichen Bereichs, dem die Stelle zugeordnet ist, sowie dem Arbeitskreis für Gleichbehandlungsfragen zu übermitteln. (2) Der Arbeitskreis für Gleichbehandlungsfragen ist anzuhören.",The application documents shall be submitted to the university professors of the respective subject area to which the position is assigned and to the working group on equal opportunities. (2) The working group on equal opportunities shall be heard.,NA,NA
AT_5b,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
AT_5b,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
AT_5b,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
AT_5b,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
AT_5b,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
AT_5b,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
AT_5b,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
AT_5b,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
AT_5b,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
AT_5b,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
AT_5b,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
AT_5b,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),1,mehrere Publikationen als Hauptautorin oder Hauptautor in führenden nationalen und internationalen Fachzeitschriften oder vergleichbar reputierten fachrelevanten Publikationsorganen,Several publications as lead author in leading national and international journals or comparable reputable publication organs of relevance to the discipline,NA,NA
AT_5b,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
AT_5b,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA
AT_5b,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA
AT_5b,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA
AT_5c,Metadata,PolicyDate,When did the policy come into effect?,2011-07-01,NA,NA,NA,NA
AT_5c,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",professor,NA,NA,NA,NA
AT_5c,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",evaluation,NA,NA,NA,NA
AT_5c,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
AT_5c,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
AT_5c,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
AT_5c,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
AT_5c,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
AT_5c,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
AT_5c,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
AT_5c,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
AT_5c,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
AT_5c,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
AT_5c,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
AT_5c,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
AT_5c,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
AT_5c,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
AT_5c,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA
AT_5c,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",1,"Die Evaluierung der Leistungen in der Forschung hat festzustellen, ob die Leistungen im Hinblick auf die in § 5 genannten Maßstäbe erreicht worden sind. Dabei sind unter anderem die folgenden Kriterien zu berücksichtigen: 4. Leistungen für die Scientific Community.","The evaluation of achievements in research shall determine whether the achievements have been made with regard to the benchmarks specified in § 5. The following criteria, among others, shall be taken into account: 4. achievements for the scientific community.",NA,NA
AT_5c,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA
AT_6a,Metadata,PolicyDate,When did the policy come into effect?,2020-04-01,NA,NA,NA,NA
AT_6a,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",Habilitation,NA,NA,NA,NA
AT_6a,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",special case (venia docendi),NA,NA,NA,NA
AT_6a,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
AT_6a,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
AT_6a,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
AT_6a,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
AT_6a,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
AT_6a,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
AT_6a,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
AT_6a,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
AT_6a,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
AT_6a,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
AT_6a,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA
AT_6a,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",1,zur Darstellung der Publikationstätigkeit ein im jeweiligen Fachbereich gebräuchlicher Zitationsindex;,a citation index commonly used in the respective subject area to represent publication activity;,NA,NA
