country,university,policy,status,level,Group,Code,Question,quant_indicator,qual_answer,english_version,Answer3,Comment on coding,code_legible,uni_name,research,citations
AT,3,NA,Research,Low,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,"Von den wissenschaftlichen Publikationen müssen 10 in Journalen publiziert sein, die gemäß subject categories des science citation index den oberen zwei Dritteln (Klasse 1 und 2) angehören. Im Fall des Abs 1 müssen mindestens 5 dieser 10 wissenschaftlichen Publikationen dem oberen Drittel (Klasse 1) angehören.","Of the scientific publications, 10 must be published in journals that belong to the top two thirds (classes 1 and 2) according to the subject categories of the science citation index. In the case of paragraph 1, at least 5 of these 10 scientific publications must belong to the upper third (class 1).",NA,NA,Journal metrics,Medical University of Innsbruck,14.2,89.1
AT,3,NA,Research,Low,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,Medical University of Innsbruck,14.2,89.1
AT,3,NA,Research,Low,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),1,"Die Publikationsliste einer Habilitationswerberin/eines Habilitationswerbers muss mindestens 16 wissenschaftliche Publikationen, in internationalen einschlägigen Journalen mit peer review-Verfahren umfassen, die in den letzten 12 Jahren unter Berücksichtigung der Dauer der akademischen Tätigkeit (zB Elternkarenz, Verpflichtungen gegenüber pflegebedürftigen Familienangehörigen, langandauernde Krankheit, Teilzeitbeschäftigung) publiziert worden sind. Bei mindestens sechs dieser wissenschaftlichen Publikationen muss die Habilitationswerberin/der Habilitationswerber als Erst- oder verantwortlich korrespondierende/r Autor/in genannt sein. Als wissenschaftliche Publikationen im Sinne dieser Bestimmung zählen Originalpublikationen einschließlich Research Letters und maximal drei Übersichtsartikel).","The list of publications of a habilitation candidate must include at least 16 scientific publications in international relevant journals with peer review procedures, which have been published in the last 12 years, taking into account the duration of the academic activity (e.g. parental leave, obligations towards family members in need of care, long-term illness, part-time employment). In at least six of these scientific publications, the habilitation candidate must be named as first author or responsible corresponding author. For the purposes of this provision, original publications including research letters and a maximum of three review articles count as scientific publications).",NA,NA,Number of publications,Medical University of Innsbruck,14.2,89.1
AT,3,NA,Research,Low,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA,Publication quality,Medical University of Innsbruck,14.2,89.1
AT,3,NA,Research,Low,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA,Review & editorial activities,Medical University of Innsbruck,14.2,89.1
AT,3,NA,Research,Low,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA,Service to profession,Medical University of Innsbruck,14.2,89.1
AT,3,NA,Research,Low,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA,Patents,Medical University of Innsbruck,14.2,89.1
AT,4,a,Citations,High,Metadata,PolicyDate,When did the policy come into effect?,2018-02-01,NA,NA,NA,NA,NA,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",Habilitation,NA,NA,NA,NA,NA,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",Special case (venia docendi),NA,NA,NA,NA,NA,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA,Gender of reviewers,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA,Engagement with industry,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,"Bewertungsgrundlage sind die Journal-Reihungen anhand der Impactfaktoren aus den unver-änderten Reihungslisten des Institute of Scientific Information (ISI). Die Journale innerhalb der ersten 20 % der Reihungsliste gelten als ""Top-Journale"", die weiteren 40 % (zwischen 20 % und 60 % liegenden) als ""Standard-Journale"", die letzten 40 % als „sonstige Journale“. Journale in denen keine Originalarbeiten erscheinen, werden vor der Berechnung von „Standard“ und „Top“ gestrichen.","The evaluation is based on the journal rankings according to the impact factors from the unchanged ranking lists of the Institute of Scientific Information (ISI). The journals within the first 20 % of the ranking list are considered ""top journals"", the other 40 % (between 20 % and 60 %) ""standard journals"", and the last 40 % ""other journals"". Journals in which no original work appears are deleted before the calculation of ""standard"" and ""top"".",NA,NA,Journal metrics,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),1,"Basiserfordernis für eine Habilitation sind 14 Punkte, wobei 1 Punkt für eine Standard-Arbeit und 2 Punkte für eine Top-Arbeit vergeben werden. • Es sind 9 Punkte als Erstautor/in erforderlich • Es müssen 2 Autorschaften in Top-Journalen vorliegen, davon zumindest eine als Erstautor.","The basic requirement for a habilitation is 14 points, with 1 point for a standard paper and 2 points for a top paper. - 9 points are required as first author - There must be 2 authorships in top journals, at least one of which must be as first author.",NA,NA,Number of publications,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA,Publication quality,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA,Review & editorial activities,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,ServicesToScientificCommunity,Service to profession,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA,Service to profession,Medical University of Vienna,23.5,90.3
AT,4,a,Citations,High,Patents,Patents,patenting discoveries/inventions,0,NA,NA,NA,NA,Patents,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,Metadata,PolicyDate,When did the policy come into effect?,NA,NA,NA,NA,NA,NA,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",Tenure track,NA,NA,NA,NA,NA,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",Promotion,NA,NA,NA,NA,NA,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA,Gender equality,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA,Gender of reviewers,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA,Gender balance of reviewers,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA,Citizen science,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA,Engagement with the public,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA,Engagement with policy makers,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA,Engagement with industry,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA,Open access,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA,Data,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA,Software,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",0,NA,NA,NA,NA,Journal metrics,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA,Citations,Medical University of Vienna,23.5,90.3
AT,4,b,Citations,High,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),1,"Minimum number of publications: 11 publications, of which three (original) works in a top journal1 as first or last author (one work in an interdisciplinary top journal2 replaces two top journals) and at least eight (original) works as first or last author in standard journals; each further work in a top journal replaces two standard journals. Continuous achievements in the years prior to the application, whereby the use of part-time employment and/or leave options for family responsibilities and purely age-related deviations in the quantity of scientific output between the applicants must be taken into account.","Minimum number of publications: 11 publications, of which three (original) works in a top journal1 as first or last author (one work in an interdisciplinary top journal2 replaces two top journals) and at least eight (original) works as first or last author in standard journals; each further work in a top journal replaces two standard journals. Continuous achievements in the years prior to the application, whereby the use of part-time employment and/or leave options for family responsibilities and purely age-related deviations in the quantity of scientific output between the applicants must be taken into account.",NA,NA,Number of publications,Medical University of Vienna,23.5,90.3
